fit,route,acronym,title,scheme,start,end,ec_contribution,coordinator,coord_country,coord_city,coord_url,coord_contact_form,n_partners,partner_institutions,tags,cordis_url
5,PI-HELD GRANT - cold outreach to coordinator,AUTOMATA,AUTOMated enriched digitisation of Archaeological liThics and cerAmics,HORIZON-RIA,2024-09-01,2029-02-28,"4026823,51",UNIVERSITA DI PISA,IT,PISA,https://www.unipi.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999862712/101158046,12,UNIVERSITE BORDEAUX MONTAIGNE (FR) | INSTITUT NATIONAL DE RECHERCHES ARCHEOLOGIQUES PREVENTIVES (FR) | ARHEOLOSKI MUZEJ U ZAGREBU (HR) | QBROBOTICS SRL (IT) | THE HEBREW UNIVERSITY OF JERUSALEM (IL) | MININGFUL SRL SEMPLIFICATA (IT) | FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA (IT) | UNIVERSITAT DE BARCELONA (ES) | CULTURE LAB (BE) | UNIVERSITY OF YORK (UK) | KING'S COLLEGE LONDON (UK) | INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE (FR),culturomics,https://cordis.europa.eu/project/id/101158046
5,DOCTORAL NETWORK - structured PhD recruitment,T-RAFIC,Training network for tracking and controlling therapeutic immune cells in cancer,HORIZON-TMA-MSCA-DN,2025-03-01,2029-02-28,"4130611,2",LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,DE,Planegg,http://www.uni-muenchen.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978433/101168810,27,DANMARKS TEKNISKE UNIVERSITET (DK) | STICHTING AMSTERDAM UMC (NL) | REGION HOVEDSTADEN (DK) | INSTITUT GUSTAVE ROUSSY (FR) | INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (FR) | MEDIZINISCHE UNIVERSITAT INNSBRUCK (AT) | MILTENYI BIOTEC BV & CO KG (DE) | UNIVERSITA HUMANITAS (IT) | OSLO UNIVERSITETSSYKEHUS HF (NO) | KLINIKUM DER TECHNISCHEN UNIVERSITÄT MÜNCHEN (TUM KLINIKUM) (DE) | TECHNISCHE UNIVERSITAET MUENCHEN (DE) | ViraTherapeutics GmbH (AT) | ANGLIA RUSKIN UNIVERSITY (UK) | UNIVERSITA DELLA SVIZZERA ITALIANA (CH) | UNIVERSITE PARIS CITE (FR) | KOBENHAVNS UNIVERSITET (DK) | UNIVERSITETET I OSLO (NO) | UNIVERSITE DE RENNES (FR) | VERENIGING VOOR CHRISTELIJK HOGER ONDERWIJS WETENSCHAPPELIJK ONDERZOEK EN PATIENTENZORG (NL) | ROCHE GLYCART AG (CH) | FONDAZIONE PER L'ISTITUTO DI RICERCA IN BIOMEDICINA (CH) | UNIVERSITE PARIS-SACLAY (FR) | KLINIKUM DER LUDWIG-MAXIMILIANS-UNIVERSITAT MUNCHEN (DE) | INTELLIGENT OMICS LIMITED (UK) | InCephalo AG (CH) | THE NOTTINGHAM TRENT UNIVERSITY (UK) | UNIVERSITAT ZURICH (CH),trade,https://cordis.europa.eu/project/id/101168810
5,PI-HELD GRANT - cold outreach to coordinator,PLUNDERED LIVES,Intimate Dispossession: The Afterlives of Plundered Jewish Personal Possessions in the Aftermath of the Holocaust,HORIZON-ERC,2024-04-01,2029-03-31,1999888,HUMBOLDT-UNIVERSITAET ZU BERLIN,DE,Berlin,http://www.hu-berlin.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999850781/101124323,0,,culturomics,https://cordis.europa.eu/project/id/101124323
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",MicroRefugia,Microclimate refugia: the hidden drivers of mammalian responses to climate change,HORIZON-TMA-MSCA-PF-EF,2027-04-01,2029-03-31,"217076,16",UNIVERSITEIT UTRECHT,NL,Utrecht,http://www.uu.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999985805/101284938,1,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (ES),"biodiv,spatial",https://cordis.europa.eu/project/id/101284938
5,PI-HELD GRANT - cold outreach to coordinator,REDUCT,Reducing Uncertainties in Contrail Impact and Climate-optimized Traffic Flow Modelling in Aviation,HORIZON-JU-RIA,2026-10-01,2029-03-31,"999991,72",DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV,DE,KOLN,https://www.dlr.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999981731/101288398,3,STICHTING KONINKLIJK NEDERLANDS LUCHT - EN RUIMTEVAARTCENTRUM (NL) | TECHNISCHE UNIVERSITEIT DELFT (NL) | DEEP BLUE SRL (IT),trade,https://cordis.europa.eu/project/id/101288398
5,PI-HELD GRANT - cold outreach to coordinator,MycoStruct,MYcelium-based COmplete Protein STRUCTures for Whole-Cut Scale-Up,HORIZON-JU-IA,2026-05-01,2029-04-30,"6992644,73",AS TFTAK,EE,TALLINN,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952911996/101292039,12,"ADAMO FOODS LTD (UK) | TECHNISCHE UNIVERSITEIT DELFT (NL) | BIO BASE EUROPE PILOT PLANT VZW (BE) | HOLOSS RESEARCH - CENTRE FOR ADVANCED SCIENCE, TECHNOLOGY AND PUBLIC VALUE, ASSOCIACAO (PT) | HOLOSS - HOLISTIC AND ONTOLOGICALSOLUTIONS FOR SUSTAINABILITY, LDA. (PT) | NIRAS GROUP (UK) LTD (UK) | CELABOR SCRL (BE) | HAUTE ECOLE SPECIALISEE DE SUISSE OCCIDENTALE (CH) | FENIX TNT SRO (CZ) | TBW RESEARCH GESMBH (AT) | BFS GROUP LIMITED (UK) | BUHLER AG (CH)","biodiv,spatial",https://cordis.europa.eu/project/id/101292039
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",HAELM DF,Historical Atlas of European Live Music: Digital Framework,HORIZON-TMA-MSCA-PF-EF,2026-11-01,2029-04-30,"345234,9",THE UNIVERSITY OF LIVERPOOL,UK,LIVERPOOL,http://www.liverpool.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999980567/101272571,2,UNIVERSITY OF NEWCASTLE UPON TYNE (UK) | HAMBURG MUSIC BUSINESS E.V. (DE),culturomics,https://cordis.europa.eu/project/id/101272571
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",VisionGuard,Decoding retinal cell communication to counteract vision loss in aging,HORIZON-TMA-MSCA-PF-EF,2027-05-01,2029-04-30,"263393,28",AARHUS UNIVERSITET,DK,Aarhus C,http://www.au.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997736/101263742,0,,trade,https://cordis.europa.eu/project/id/101263742
5,PI-HELD GRANT - cold outreach to coordinator,FORTIFY,"FORTIFY - FRAMEWORK FOR OPTIMIZED REGULATION, TRADE SECRETS, AND INTELLECTUAL PROPERTY IN A FEDERATED EUROPEAN HEALTH DATA SPACE",HORIZON-JU-RIA,2026-05-01,2029-04-30,6043000,KAROLINSKA INSTITUTET,SE,STOCKHOLM,http://www.ki.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978530/101251225,63,"KATHOLIEKE UNIVERSITEIT LEUVEN (BE) | UNIVERSITY OF OTTAWA (CA) | ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA (IT) | TEAMIT RESEARCH SL (ES) | VACCINE MONITORING COLLABORATION FOR EUROPE (BE) | FUNDACION PARA LA INVESTIGACION DEL HOSPITAL UNIVERSITARIO LA FE DE LA COMUNIDAD VALENCIANA (ES) | TIMELEX (BE) | CHARITE - UNIVERSITAETSMEDIZIN BERLIN (DE) | PATVOCATES GMBH (DE) | UNIVERSITAT POLITECNICA DE VALENCIA (ES) | AGENCE DES DONNEES DE (SOINS DE) SANTE (BE) | AGENCIA DE QUALITAT I AVALUACIO SANITARIES DE CATALUNYA (ES) | IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE (UK) | ISTITUTO ORTOPEDICO RIZZOLI (IT) | IRCCS AZIENDA OSPEDALIERO- UNIVERSITARIA DI BOLOGNA (IT) | PLATEFORME DES DONNEES DE SANTE (FR) | JANSSEN PHARMACEUTICA NV (BE) | SANOFI WINTHROP INDUSTRIE (FR) | ABBVIE INC (US) | ASTRAZENECA UK LIMITED (UK) | BAYER AKTIENGESELLSCHAFT (DE) | BIOMERIEUX SA (FR) | BOEHRINGER INGELHEIM INTERNATIONALGMBH (DE) | GLAXOSMITHKLINE RESEARCH & DEVELOPMENT LIMITED (UK) | MERCK KOMMANDITGESELLSCHAFT AUF AKTIEN (DE) | MERCK SHARP & DOHME CORP (US) | NOVARTIS PHARMA AG (CH) | NOVO NORDISK A/S (DK) | PFIZER INC (US) | UCB BIOPHARMA (BE) | RESMED SENSOR TECHNOLOGIES LIMITED (IE) | CLARIVATE ANALYTICS (UK) LIMITED (UK) | Johnson & Johnson Medical Limited (UK) | JANSSEN CILAG LIMITED (UK) | Janssen-Cilag NV (BE) | ACTELION PHARMACEUTICALS LTD (CH) | JANSSEN-CILAG (FR) | JOHNSON & JOHNSON MEDICAL GMBH (DE) | Verb Surgical Inc. (US) | JANSSEN-CILAG GMBH (DE) | Johnson & Johnson Services, Inc. (US) | JANSSEN VACCINES & PREVENTION BV (NL) | Sanofi US Services Inc. (US) | Chinoin Private Co Ltd (HU) | Sanofi Pasteur Limited Canada (CA) | SANOFI-AVENTIS DEUTSCHLAND GMBH (DE) | ABBVIE DEUTSCHLAND GMBH & CO KG (DE) | Bayer SA-NV (BE) | BOEHRINGER INGELHEIM PHARMA GMBH &CO KG (DE) | C.H. Boehringer Sohn AG & Co. KG (DE) | MERCK HEALTHCARE KGAA (DE) | Ares Trading SA (CH) | Merck Serono Ireland Ltd. (IE) | EMD Digital Inc. (US) | MSD R&D INNOVATION CENTRE LIMITED (UK) | PFIZER LIMITED (UK) | Pfizer R&D UK Limited (UK) | Pfizer S.A./N.V. (BE) | Pfizer AB (SE) | UCB PHARMA SA (BE) | UCB Biopharma UK (UK) | RESMED EPN LTD (UK) | RESMED PTY LTD (AU)",culturomics,https://cordis.europa.eu/project/id/101251225
5,PI-HELD GRANT - cold outreach to coordinator,K9VocLearn,Capturing the evolution of a transformative cognitive capacity: the case of vocal learning in dogs,HORIZON-ERC,2024-06-01,2029-05-31,2573296,EOTVOS LORAND TUDOMANYEGYETEM,HU,BUDAPEST,http://www.elte.hu/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999896468/101125731,0,,culturomics,https://cordis.europa.eu/project/id/101125731
5,PI-HELD GRANT - cold outreach to coordinator,BUILDERS,"Building Up Industry Loops through Development, evaluation, and testing of an Extended producer Responsibility Scheme for construction products",HORIZON-IA,2026-06-01,2029-05-31,"4999286,25",CENTRE TECHNIQUE INDUSTRIEL DE LA PLASTURGIE ET DES COMPOSITES,FR,BELLIGNAT,http://www.poleplasturgie.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/996699251/101290997,21,TERRA (FR) | VALOBAT (FR) | BUILDINGS PERFORMANCE INSTITUTE EUROPE ASBL (BE) | FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV (DE) | AIMPLAS - ASOCIACION DE INVESTIGACION DE MATERIALES PLASTICOS Y CONEXAS (ES) | RECYCLING EUROPE (BE) | ENERGIEINSTITUT AN DER JOHANNES KEPLER UNIVERSITAT LINZ VEREIN (AT) | AGENCE DE L'ENVIRONNEMENT ET DE LAMAITRISE DE L'ENERGIE (FR) | GS1 IN EUROPE (BE) | UNILIN (BE) | B.I.G. FLOORCOVERINGS (BE) | TARKETT GDL SA (LU) | EUROPEAN RESILIENT FLOORING MANUFACTURER'S INSTITUTE VZW (BE) | POLYFLOR LIMITED (UK) | GERFLOR (FR) | The European Plastics Pipes and Fittings Association (BE) | IVL SVENSKA MILJOEINSTITUTET AB (SE) | RECOVINYL (BE) | FLEXDELFT BV (NL) | TECHNISCHE UNIVERSITEIT DELFT (NL) | CROSS-BORDER RESEARCH ASSOCIATION (CH),culturomics,https://cordis.europa.eu/project/id/101290997
5,PI-HELD GRANT - cold outreach to coordinator,Commit2Green,Commit to Green: Participatory urban greening and renaturing towards climate neutrality and resilience in European cities (Commit2Green/C2G),HORIZON-IA,2025-01-01,2029-06-30,"11991392,5",ICLEI EUROPEAN SECRETARIAT GMBH (ICLEI EUROPASEKRETARIAT GMBH),DE,FREIBURG IM BREISGAU,http://www.iclei-europe.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998341364/101139598,24,"STICHTING GLOBAL RESILIENT CITIES NETWORK (NL) | INTERNATIONAL FEDERATION OF LANDSCAPE ARCHITECTURE - EUROPE (BE) | UICN, BUREAU DE REPRESENTATION AUPRES DE L'UNION EUROPEENNE AISBL (BE) | AARHUS UNIVERSITET (DK) | UNIVERSITAT AUTONOMA DE BARCELONA (ES) | CONSIGLIO NAZIONALE DELLE RICERCHE (IT) | UNIVERSITA DEGLI STUDI DELLA TUSCIA (IT) | UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA (IT) | STICHTING DELTARES (NL) | STICHTING NATURALIS BIODIVERSITY CENTER (NL) | DESIGN CLIPS IDIOTIKI KEFALAIOUCHIKI ETAIREIA (EL) | FUNDACJA SENDZIMIRA (PL) | CREATIVE CLIMATE CITIES GmbH (DE) | UDRUZENJE CENTAR ZA ENERGIJU, OKOLINU I RESURSE - CENER 21 (BA) | Toretei Srl (IT) | AREA METROPOLITANA DE BARCELONA (ES) | GEMEENTE DEN HAAG (NL) | STADT MANNHEIM (DE) | COMUNE DI MILANO (IT) | GRAD SARAJEVO (BA) | DIMOS THESSALONIKIS (EL) | VEJLE KOMMUNE (DK) | MIASTO STOLECZNE WARSZAWA (PL) | DREES & SOMMER SCHWEIZ AG (CH)","biodiv,spatial",https://cordis.europa.eu/project/id/101139598
5,PI-HELD GRANT - cold outreach to coordinator,SafeNet,Safeguarding biodiversity and carbon-rich forest networks in Europe,HORIZON-RIA,2025-02-01,2029-07-31,6233144,LUONNONVARAKESKUS,FI,Helsinki,http://www.luke.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/934887262/101181981,13,ESSRG NONPROFIT KFT (HU) | JYVASKYLAN YLIOPISTO (FI) | UNIVERSITY OF LEEDS (UK) | INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE (AT) | UNIVERSIDAD POLITECNICA DE MADRID (ES) | NORGES MILJO-OG BIOVITENSKAPELIGE UNIVERSITET (NO) | ERINN INNOVATION LIMITED (IE) | STICHTING VU (NL) | TECHNISCHE UNIVERSITAET MUENCHEN (DE) | TECHNISCHE UNIVERSITAET DRESDEN (DE) | FSC International Center GmbH (DE) | UNIVERSITATEA TRANSILVANIA DIN BRASOV (RO) | SCIENCE PARTNERS (FR),"biodiv,spatial",https://cordis.europa.eu/project/id/101181981
5,PI-HELD GRANT - cold outreach to coordinator,NBS4Drought,Demonstrating wetlands as Nature-Based Solutions on resilience development to extreme drought across European cities and landscapes.,HORIZON-IA,2025-09-01,2029-08-31,"7981953,75",AARHUS UNIVERSITET,DK,Aarhus C,http://www.au.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999997736/101181351,24,"CONSIGLIO NAZIONALE DELLE RICERCHE (IT) | TECHNISCHE UNIVERSITEIT EINDHOVEN (NL) | UNIVERSITAET GRAZ (AT) | HELMHOLTZ-ZENTRUM HEREON GMBH (DE) | ICLEI EUROPEAN SECRETARIAT GMBH (ICLEI EUROPASEKRETARIAT GMBH) (DE) | EUROPEAN SCIENCE COMMUNICATION INSTITUTE (ESCI) GGMBH (DE) | UNIVERSITAT POLITECNICA DE CATALUNYA (ES) | SZKOLA GLOWNA GOSPODARSTWA WIEJSKIEGO (PL) | Uniwersytet Przyrodniczy w Lublinie (PL) | EIFER EUROPAISCHES INSTITUT FUR ENERGIEFORSCHUNG EDF KIT EWIV (DE) | POLITECNICO DI MILANO (IT) | UICN, BUREAU DE REPRESENTATION AUPRES DE L'UNION EUROPEENNE AISBL (BE) | BRANDENBURGISCHE TECHNISCHE UNIVERSITAT COTTBUS-SENFTENBERG (DE) | INSTITUT MUNICIPAL D URBANISME (ES) | AJUNTAMENT DE GRANOLLERS (ES) | SAMSO KOMMUNE (DK) | BODENSEE STIFTUNG (DE) | BIURO URZADZANIA LASU I GEODEZJI LESNEJ (PL) | NATURALEA CONSERVACIO, SL (ES) | FUNDACIO RIVUS (ES) | AARHUS KOMMUNE (DK) | Poleski Park Narodowy (PL) | Samsø Landboforening (DK) | CONSORCI BESOS TORDERA (ES)",culturomics,https://cordis.europa.eu/project/id/101181351
5,"POSTDOC FELLOWSHIP - requires PhD already, not applicable pre-PhD",Fate of cGAMP,Comprehensive Discovery of Cell-Autonomous Mechanisms Regulating cGAMP,HORIZON-TMA-MSCA-PF-EF,2027-09-01,2029-08-31,"292118,88",ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,CH,LAUSANNE,http://www.epfl.ch,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999973971/101277740,0,,trade,https://cordis.europa.eu/project/id/101277740
5,PI-HELD GRANT - cold outreach to coordinator,BEYOND BARRIERS,Building Bridges for Equitable Opportunities for Underrepresented and Marginalized Researchers in the European Research Area,HORIZON-RIA,2026-09-01,2029-08-31,"1999583,75",UNIVERSITETET I OSLO,NO,Oslo,http://www.uio.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999975814/101292911,10,ELTE TARSADALOMTUDOMANYI KUTATOKOZPONT (HU) | VEREIN DER EUROPAISCHEN BURGEWISSENSCHAFTEN - ECSA EV (DE) | UNIVERSITAT AUTONOMA DE BARCELONA (ES) | MIGRANTS' CITIZEN SCIENCE ASSOCIATION (NO) | MARIUPOL STATE UNIVERSITY (UA) | Masarykova univerzita (CZ) | UNIVERSITE CATHOLIQUE DE LOUVAIN (BE) | Conanan Christlin Joy (PH) | INKLUZIO s.r.o (CZ) | ALL EUROPEAN ACADEMIES (ALLEA) e.V. (DE),culturomics,https://cordis.europa.eu/project/id/101292911
5,PI-HELD GRANT - cold outreach to coordinator,CITADEL,"CITizenship And DEmocracy through policy Labs: Inclusive Transitions for Participation, Trust and Fair Governance",HORIZON-RIA,2026-09-01,2029-08-31,"4319893,05",UC LIMBURG,BE,DIEPENBEEK,http://www.ucll.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998390737/101289021,11,VEREIN DER EUROPAISCHEN BURGEWISSENSCHAFTEN - ECSA EV (DE) | THE HUB NICOSIA LTD (CY) | VIDZEMES AUGSTSKOLA (LV) | NATIONAL INSTITUTE FOR STATISTICS (RO) | ACADEMIA DE STUDII ECONOMICE DIN BUCURESTI (RO) | CESU NOVADA PASVALDIBA (LV) | ARADIPPOU MUNICIPALITY (CY) | STAD HASSELT (BE) | MAGYAR AGRAR- ES ELETTUDOMANYI EGYETEM (HU) | UNIVERSITATEA LUCIAN BLAGA DIN SIBIU (RO) | Keszthely Város Önkormányzata (HU),culturomics,https://cordis.europa.eu/project/id/101289021
5,PI-HELD GRANT - cold outreach to coordinator,NuBau,NuBau - Enabling the beautiful re-assembly of reclaimed structural components at scale,HORIZON-RIA,2026-09-01,2029-08-31,"3995816,33",THE QUEEN'S UNIVERSITY OF BELFAST,UK,BELFAST,http://www.qub.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992013/101309038,8,OVE ARUP & PARTNERS IRELAND LIMITED (IE) | GXN AS (DK) | POLITECNICO DI TORINO (IT) | BANAGHER PRECAST CONCRETE LIMITED (IE) | THE STONEMASONRY COMPANY LIMITED (UK) | POLITECHNIKA WROCLAWSKA (PL) | AUTORITA DI SISTEMA PORTUALE DEL MARE ADRIATICO SETTENTRIONALE - PORTIDI VENEZIA E CHIOGGIA (IT) | FRED PILBROW & PARTNERS LTD (UK),culturomics,https://cordis.europa.eu/project/id/101309038
5,PI-HELD GRANT - cold outreach to coordinator,BRONEB,Brownian particles in nonequilibrium baths,HORIZON-ERC,2024-10-01,2029-09-30,"2493593,75",UNIVERSITAT KONSTANZ,DE,Konstanz,http://www.uni-konstanz.de/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999866204/101141477,0,,trade,https://cordis.europa.eu/project/id/101141477
5,PI-HELD GRANT - cold outreach to coordinator,IneQint,Inequality and Integration,HORIZON-ERC,2024-10-01,2029-09-30,"3459992,75",STIFTELSEN INSTITUTET FOR FRAMTIDSSTUDIER,SE,STOCKHOLM,http://www.framtidsstudier.se,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/968639382/101142895,1,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD (UK)",culturomics,https://cordis.europa.eu/project/id/101142895
5,PI-HELD GRANT - cold outreach to coordinator,PITT-Inflame,Platelet-derived Integrin- and Tetraspanin-enriched Tethers as key effectors in thrombo-Inflammation,HORIZON-ERC,2024-10-01,2029-09-30,2499250,UNIVERSITAETSKLINIKUM WUERZBURG - KLINIKUM DER BAYERISCHEN JULIUS-MAXIMILIANS-UNIVERSITAT,DE,WURZBURG,https://www.ukw.de/startseite/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997297353/101142067,0,,trade,https://cordis.europa.eu/project/id/101142067
5,PI-HELD GRANT - cold outreach to coordinator,MADCAM,Microbiota-controlled trafficking of immunosuppressive intestinal T cells into cancer,HORIZON-ERC,2024-10-01,2029-09-30,2487834,INSTITUT GUSTAVE ROUSSY,FR,Villejuif,http://www.igr.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999454924/101142062,0,,trade,https://cordis.europa.eu/project/id/101142062
5,PI-HELD GRANT - cold outreach to coordinator,Trees4Adapt,Addressing complex risks from climate change and biodiversity loss across systems and scales: Leveraging the potential of tree-based solutions for adaptation in Europe,HORIZON-RIA,2025-10-01,2029-09-30,3999290,LUONNONVARAKESKUS,FI,Helsinki,http://www.luke.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/934887262/101213184,11,UNIVERSITEIT GENT (BE) | JULIUS-MAXIMILIANS-UNIVERSITAT WURZBURG (DE) | INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE (AT) | PROSPEX INSTITUTE (BE) | ILMATIETEEN LAITOS (FI) | ALBERT-LUDWIGS-UNIVERSITAET FREIBURG (DE) | ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE (UK) | INSTITUTO DE GEOGRAFIA E ORDENAMENTO DO TERRITORIO DA UNIVERSIDADE DELISBOA (PT) | INSTITUTO SUPERIOR DE AGRONOMIA (PT) | ERINN INNOVATION LIMITED (IE) | TURUN YLIOPISTO (FI),"biodiv,spatial",https://cordis.europa.eu/project/id/101213184
5,PI-HELD GRANT - cold outreach to coordinator,NitroScope,Scoping European N fluxes for sustainable N management and conservation practices,HORIZON-RIA,2025-10-01,2029-09-30,"11410906,25",UNIVERSITEIT GENT,BE,GENT,http://www.ugent.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999986096/101218902,24,"HAHN-SCHICKARD-GESELLSCHAFT FUR ANGEWANDTE FORSCHUNG EV (DE) | CENTRE WALLON DE RECHERCHES AGRONOMIQUES (BE) | NORGES MILJO-OG BIOVITENSKAPELIGE UNIVERSITET (NO) | SEINAJOEN AMMATTIKORKEAKOULU OY (FI) | HELSINGIN YLIOPISTO (FI) | TARTU ULIKOOL (EE) | POLYTECHNEIO KRITIS (EL) | GEOPONIKO PANEPISTIMION ATHINON (EL) | Cà Colonna srl - Societa Agricola (IT) | FCIENCIAS.ID - ASSOCIACAO PARA A INVESTIGACAO E DESENVOLVIMENTO DE CIENCIAS (PT) | FACULDADE DE CIENCIAS DA UNIVERSIDADE DE LISBOA (PT) | CESKA ZEMEDELSKA UNIVERZITA V PRAZE (CZ) | INSTYTUT UPRAWY NAWOZENIA I GLEBOZNAWSTWA, PANSTWOWY INSTYTUT BADAWCZY (PL) | THE UNIVERSITY OF EDINBURGH (UK) | MITTETULUNDUSUHING POLLUKULTUURIDEKLASTER (EE) | INSTITUT ZA RAZVOJ I INOVACIJE - IRI (RS) | PRINSUS I.K.E. TECHNOVLASTOS (EL) | RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT (DE) | GEOSYS (FR) | LEIBNIZ-INSTITUT FUR GEMUSE- UND ZIERPFLANZENBAU GROSSBEEREN/ERFURT EV (DE) | CESENS TECHNOLOGIES SOCIEDAD LIMITADA (ES) | ENA SYMVOULOI ANAPTYXIS G P (EL) | FACHHOCHSCHULE NORDWESTSCHWEIZ FHNW (CH) | EIDGENOESSISCHES DEPARTEMENT FUER WIRTSCHAFT, BILDUNG UND FORSCHUNG (CH)","biodiv,spatial",https://cordis.europa.eu/project/id/101218902
5,PI-HELD GRANT - cold outreach to coordinator,JUSTITIA,Forensic Digital Twins for Judicial-Grade Cybercrime Reconstruction and Cross-Border Evidence Integrity,HORIZON-RIA,2026-10-01,2029-09-30,"2980656,25",ELLINIKO MESOGEIAKO PANEPISTIMIO,EL,HERAKLION,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/899132771/101309214,9,"IOTAM INTERNET OF THINGS APPLICATIONS AND MULTI LAYER DEVELOPMENT LTD (CY) | AYUNTAMIENTO DE MADRID (ES) | SISAMINISTERIO (SM) (FI) | Ministerio da Justica (PT) | SERVICIUL DE PROTECTIE SI PAZA (RO) | ATHINA-EREVNITIKO KENTRO KAINOTOMIAS STIS TECHNOLOGIES TIS PLIROFORIAS, TON EPIKOINONION KAI TIS GNOSIS (EL) | VRIJE UNIVERSITEIT BRUSSEL (BE) | K3Y (BG) | DIOIKISI 6IS YGEIONOMIKIS PERIFEREIAS PELOPONNISOU IONION NYSON IPEIROU KAI DYTIKIS ELLADAS (EL)",culturomics,https://cordis.europa.eu/project/id/101309214
5,PI-HELD GRANT - cold outreach to coordinator,MARITIME,Monitoring and Reporting of Illegal Trafficking and Maritime Enforcement,HORIZON-IA,2026-10-01,2029-09-30,"3294421,38",SOFTWARE IMAGINATION AND VISION SRL,RO,BUCURESTI,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/897024185/101309199,11,HAVELSAN HAVA ELEKTRONIK SANAYI VE TICARET (TR) | FUNDACIO EURECAT (ES) | D7 TECHNOLOGY JOINT STOCK COMPANY (TR) | SUNERIS SOLUTION (FR) | ATECHSYS ENGINEERING (FR) | F6S EU TECH INNOVATION NETWORK DAC (IE) | ISTITUTO DI SOCIOLOGIA INTERNAZIONALE DI GORIZIA (IT) | GARDA DE COASTA (RO) | CIVIPOL (FR) | MINISTERE DE L'INTERIEUR (FR) | HOME OFFICE (UK),trade,https://cordis.europa.eu/project/id/101309199
